time,date,dealer_id,part_type,failure
1181,2028-03-27,D00,type1,2
1181,2028-03-27,D00,type2,3
1181,2028-03-27,D00,type3,0
1182,2028-03-28,D00,type0,2
1182,2028-03-28,D00,type1,0
1182,2028-03-28,D00,type2,2
1182,2028-03-28,D00,type3,4
1183,2028-03-29,D00,type0,0
1183,2028-03-29,D00,type1,0
1183,2028-03-29,D00,type2,4
1183,2028-03-29,D00,type3,0
1184,2028-03-30,D00,type0,3
1184,2028-03-30,D00,type1,2
1184,2028-03-30,D00,type2,1
1184,2028-03-30,D00,type3,1
1185,2028-03-31,D00,type0,1
1185,2028-03-31,D00,type1,0
1185,2028-03-31,D00,type2,5
1185,2028-03-31,D00,type3,0
1186,2028-04-01,D00,type0,1
1186,2028-04-01,D00,type1,3
1186,2028-04-01,D00,type2,3
1186,2028-04-01,D00,type3,0
1187,2028-04-02,D00,type0,2
1187,2028-04-02,D00,type1,2
1187,2028-04-02,D00,type2,5
1187,2028-04-02,D00,type3,2
1188,2028-04-03,D00,type0,1
1188,2028-04-03,D00,type1,1
1188,2028-04-03,D00,type2,5
1188,2028-04-03,D00,type3,2
1189,2028-04-04,D00,type0,0
1189,2028-04-04,D00,type1,2
1189,2028-04-04,D00,type2,5
1189,2028-04-04,D00,type3,2
1190,2028-04-05,D00,type0,1
1190,2028-04-05,D00,type1,0
1190,2028-04-05,D00,type2,7
1190,2028-04-05,D00,type3,1
1191,2028-04-06,D00,type0,1
1191,2028-04-06,D00,type1,1
1191,2028-04-06,D00,type2,4
1191,2028-04-06,D00,type3,0
1192,2028-04-07,D00,type0,1
1192,2028-04-07,D00,type1,0
1192,2028-04-07,D00,type2,3
1192,2028-04-07,D00,type3,0
1193,2028-04-08,D00,type0,1
1193,2028-04-08,D00,type1,3
1193,2028-04-08,D00,type2,6
1193,2028-04-08,D00,type3,1
1194,2028-04-09,D00,type0,2
1194,2028-04-09,D00,type1,1
1194,2028-04-09,D00,type2,4
1194,2028-04-09,D00,type3,1
1195,2028-04-10,D00,type0,0
1195,2028-04-10,D00,type1,0
1195,2028-04-10,D00,type2,5
1195,2028-04-10,D00,type3,1
1196,2028-04-11,D00,type0,1
1196,2028-04-11,D00,type1,2
1196,2028-04-11,D00,type2,0
1196,2028-04-11,D00,type3,3
1197,2028-04-12,D00,type0,2
1197,2028-04-12,D00,type1,1
1197,2028-04-12,D00,type2,3
1197,2028-04-12,D00,type3,0
1198,2028-04-13,D00,type0,0
1198,2028-04-13,D00,type1,0
1198,2028-04-13,D00,type2,5
1198,2028-04-13,D00,type3,1
1199,2028-04-14,D00,type0,1
1199,2028-04-14,D00,type1,1
1199,2028-04-14,D00,type2,3
1199,2028-04-14,D00,type3,1
1200,2028-04-15,D00,type0,0
1200,2028-04-15,D00,type1,2
1200,2028-04-15,D00,type2,3
1200,2028-04-15,D00,type3,3
1201,2028-04-16,D00,type0,0
1201,2028-04-16,D00,type1,0
1201,2028-04-16,D00,type2,7
1201,2028-04-16,D00,type3,2
1202,2028-04-17,D00,type0,2
1202,2028-04-17,D00,type1,2
1202,2028-04-17,D00,type2,6
1202,2028-04-17,D00,type3,0
1203,2028-04-18,D00,type0,1
1203,2028-04-18,D00,type1,2
1203,2028-04-18,D00,type2,2
1203,2028-04-18,D00,type3,2
1204,2028-04-19,D00,type0,0
1204,2028-04-19,D00,type1,1
1204,2028-04-19,D00,type2,3
1204,2028-04-19,D00,type3,1
1205,2028-04-20,D00,type0,1
1205,2028-04-20,D00,type1,3
1205,2028-04-20,D00,type2,6
1205,2028-04-20,D00,type3,1
1206,2028-04-21,D00,type0,0
1206,2028-04-21,D00,type1,1
1206,2028-04-21,D00,type2,5
1206,2028-04-21,D00,type3,0
1207,2028-04-22,D00,type0,0
1207,2028-04-22,D00,type1,0
1207,2028-04-22,D00,type2,1
1207,2028-04-22,D00,type3,0
1208,2028-04-23,D00,type0,1
1208,2028-04-23,D00,type1,2
1208,2028-04-23,D00,type2,1
1208,2028-04-23,D00,type3,2
1209,2028-04-24,D00,type0,2
1209,2028-04-24,D00,type1,0
1209,2028-04-24,D00,type2,6
1209,2028-04-24,D00,type3,0
1210,2028-04-25,D00,type0,1
1210,2028-04-25,D00,type1,1
1210,2028-04-25,D00,type2,6
1210,2028-04-25,D00,type3,1
1211,2028-04-26,D00,type0,2
1211,2028-04-26,D00,type1,1
1211,2028-04-26,D00,type2,1
1211,2028-04-26,D00,type3,1
1212,2028-04-27,D00,type0,1
1212,2028-04-27,D00,type1,2
1212,2028-04-27,D00,type2,5
1212,2028-04-27,D00,type3,0
1213,2028-04-28,D00,type0,1
1213,2028-04-28,D00,type1,0
1213,2028-04-28,D00,type2,1
1213,2028-04-28,D00,type3,3
1214,2028-04-29,D00,type0,0
1214,2028-04-29,D00,type1,0
1214,2028-04-29,D00,type2,3
1214,2028-04-29,D00,type3,1
1215,2028-04-30,D00,type0,4
1215,2028-04-30,D00,type1,2
1215,2028-04-30,D00,type2,4
1215,2028-04-30,D00,type3,1
1216,2028-05-01,D00,type0,2
1216,2028-05-01,D00,type1,2
1216,2028-05-01,D00,type2,5
1216,2028-05-01,D00,type3,2
1217,2028-05-02,D00,type0,0
1217,2028-05-02,D00,type1,2
1217,2028-05-02,D00,type2,4
1217,2028-05-02,D00,type3,0
1218,2028-05-03,D00,type0,1
1218,2028-05-03,D00,type1,3
1218,2028-05-03,D00,type2,5
1218,2028-05-03,D00,type3,2
1219,2028-05-04,D00,type0,2
1219,2028-05-04,D00,type1,0
1219,2028-05-04,D00,type2,0
1219,2028-05-04,D00,type3,1
1220,2028-05-05,D00,type0,2
1220,2028-05-05,D00,type1,2
1220,2028-05-05,D00,type2,5
1220,2028-05-05,D00,type3,0
1221,2028-05-06,D00,type0,2
1221,2028-05-06,D00,type1,0
1221,2028-05-06,D00,type2,8
1221,2028-05-06,D00,type3,2
1222,2028-05-07,D00,type0,2
1222,2028-05-07,D00,type1,4
1222,2028-05-07,D00,type2,6
1222,2028-05-07,D00,type3,4
1223,2028-05-08,D00,type0,0
1223,2028-05-08,D00,type1,5
1223,2028-05-08,D00,type2,4
1223,2028-05-08,D00,type3,2
1224,2028-05-09,D00,type0,2
1224,2028-05-09,D00,type1,1
1224,2028-05-09,D00,type2,5
1224,2028-05-09,D00,type3,0
1225,2028-05-10,D00,type0,1
1225,2028-05-10,D00,type1,3
1225,2028-05-10,D00,type2,1
1225,2028-05-10,D00,type3,0
1226,2028-05-11,D00,type0,1
1226,2028-05-11,D00,type1,1
1226,2028-05-11,D00,type2,6
1226,2028-05-11,D00,type3,0
1227,2028-05-12,D00,type0,0
1227,2028-05-12,D00,type1,2
1227,2028-05-12,D00,type2,5
1227,2028-05-12,D00,type3,3
1228,2028-05-13,D00,type0,0
1228,2028-05-13,D00,type1,2
1228,2028-05-13,D00,type2,5
1228,2028-05-13,D00,type3,1
1229,2028-05-14,D00,type0,1
1229,2028-05-14,D00,type1,2
1229,2028-05-14,D00,type2,4
1229,2028-05-14,D00,type3,1
1230,2028-05-15,D00,type0,1
1230,2028-05-15,D00,type1,0
1230,2028-05-15,D00,type2,4
1230,2028-05-15,D00,type3,0
1231,2028-05-16,D00,type0,1
1231,2028-05-16,D00,type1,1
1231,2028-05-16,D00,type2,4
1231,2028-05-16,D00,type3,0
1232,2028-05-17,D00,type0,3
1232,2028-05-17,D00,type1,3
1232,2028-05-17,D00,type2,6
1232,2028-05-17,D00,type3,0
1233,2028-05-18,D00,type0,2
1233,2028-05-18,D00,type1,4
1233,2028-05-18,D00,type2,3
1233,2028-05-18,D00,type3,3
1234,2028-05-19,D00,type0,0
1234,2028-05-19,D00,type1,1
1234,2028-05-19,D00,type2,6
1234,2028-05-19,D00,type3,3
1235,2028-05-20,D00,type0,0
1235,2028-05-20,D00,type1,4
1235,2028-05-20,D00,type2,1
1235,2028-05-20,D00,type3,2
1236,2028-05-21,D00,type0,4
1236,2028-05-21,D00,type1,1
1236,2028-05-21,D00,type2,2
1236,2028-05-21,D00,type3,2
1237,2028-05-22,D00,type0,1
1237,2028-05-22,D00,type1,1
1237,2028-05-22,D00,type2,1
1237,2028-05-22,D00,type3,2
1238,2028-05-23,D00,type0,3
1238,2028-05-23,D00,type1,0
1238,2028-05-23,D00,type2,4
1238,2028-05-23,D00,type3,1
1239,2028-05-24,D00,type0,3
1239,2028-05-24,D00,type1,1
1239,2028-05-24,D00,type2,7
1239,2028-05-24,D00,type3,0
1240,2028-05-25,D00,type0,3
1240,2028-05-25,D00,type1,1
1240,2028-05-25,D00,type2,3
1240,2028-05-25,D00,type3,0
1241,2028-05-26,D00,type0,2
1241,2028-05-26,D00,type1,0
1241,2028-05-26,D00,type2,2
1241,2028-05-26,D00,type3,2
1242,2028-05-27,D00,type0,2
1242,2028-05-27,D00,type1,1
1242,2028-05-27,D00,type2,5
1242,2028-05-27,D00,type3,0
1243,2028-05-28,D00,type0,1
1243,2028-05-28,D00,type1,2
1243,2028-05-28,D00,type2,6
1243,2028-05-28,D00,type3,1
1244,2028-05-29,D00,type0,3
1244,2028-05-29,D00,type1,5
1244,2028-05-29,D00,type2,2
1244,2028-05-29,D00,type3,0
1245,2028-05-30,D00,type0,2
1245,2028-05-30,D00,type1,5
1245,2028-05-30,D00,type2,5
1245,2028-05-30,D00,type3,3
1246,2028-05-31,D00,type0,1
1246,2028-05-31,D00,type1,1
1246,2028-05-31,D00,type2,5
1246,2028-05-31,D00,type3,0
1247,2028-06-01,D00,type0,1
1247,2028-06-01,D00,type1,1
1247,2028-06-01,D00,type2,1
1247,2028-06-01,D00,type3,1
1248,2028-06-02,D00,type0,2
1248,2028-06-02,D00,type1,4
1248,2028-06-02,D00,type2,3
1248,2028-06-02,D00,type3,0
1249,2028-06-03,D00,type0,0
1249,2028-06-03,D00,type1,3
1249,2028-06-03,D00,type2,11
1249,2028-06-03,D00,type3,0
1250,2028-06-04,D00,type0,0
1250,2028-06-04,D00,type1,2
1250,2028-06-04,D00,type2,2
1250,2028-06-04,D00,type3,1
1251,2028-06-05,D00,type0,1
1251,2028-06-05,D00,type1,0
1251,2028-06-05,D00,type2,12
1251,2028-06-05,D00,type3,0
1252,2028-06-06,D00,type0,1
1252,2028-06-06,D00,type1,0
1252,2028-06-06,D00,type2,6
1252,2028-06-06,D00,type3,0
1253,2028-06-07,D00,type0,0
1253,2028-06-07,D00,type1,0
1253,2028-06-07,D00,type2,4
1253,2028-06-07,D00,type3,1
1254,2028-06-08,D00,type0,0
1254,2028-06-08,D00,type1,1
1254,2028-06-08,D00,type2,4
1254,2028-06-08,D00,type3,0
1255,2028-06-09,D00,type0,0
1255,2028-06-09,D00,type1,6
1255,2028-06-09,D00,type2,4
1255,2028-06-09,D00,type3,2
1256,2028-06-10,D00,type0,2
1256,2028-06-10,D00,type1,1
1256,2028-06-10,D00,type2,5
1256,2028-06-10,D00,type3,3
1257,2028-06-11,D00,type0,1
1257,2028-06-11,D00,type1,1
1257,2028-06-11,D00,type2,1
1257,2028-06-11,D00,type3,0
1258,2028-06-12,D00,type0,2
1258,2028-06-12,D00,type1,4
1258,2028-06-12,D00,type2,3
1258,2028-06-12,D00,type3,1
1259,2028-06-13,D00,type0,1
1259,2028-06-13,D00,type1,0
1259,2028-06-13,D00,type2,2
1259,2028-06-13,D00,type3,0
1260,2028-06-14,D00,type0,3
1260,2028-06-14,D00,type1,2
1260,2028-06-14,D00,type2,6
1260,2028-06-14,D00,type3,0
1261,2028-06-15,D00,type0,2
1261,2028-06-15,D00,type1,3
1261,2028-06-15,D00,type2,5
1261,2028-06-15,D00,type3,1
1262,2028-06-16,D00,type0,2
1262,2028-06-16,D00,type1,4
1262,2028-06-16,D00,type2,3
1262,2028-06-16,D00,type3,2
1263,2028-06-17,D00,type0,0
1263,2028-06-17,D00,type1,1
1263,2028-06-17,D00,type2,5
1263,2028-06-17,D00,type3,1
1264,2028-06-18,D00,type0,1
1264,2028-06-18,D00,type1,1
1264,2028-06-18,D00,type2,6
1264,2028-06-18,D00,type3,0
1265,2028-06-19,D00,type0,1
1265,2028-06-19,D00,type1,3
1265,2028-06-19,D00,type2,3
1265,2028-06-19,D00,type3,1
1266,2028-06-20,D00,type0,2
1266,2028-06-20,D00,type1,1
1266,2028-06-20,D00,type2,5
1266,2028-06-20,D00,type3,2
1267,2028-06-21,D00,type0,1
1267,2028-06-21,D00,type1,2
1267,2028-06-21,D00,type2,7
1267,2028-06-21,D00,type3,0
1268,2028-06-22,D00,type0,1
1268,2028-06-22,D00,type1,2
1268,2028-06-22,D00,type2,6
1268,2028-06-22,D00,type3,0
1269,2028-06-23,D00,type0,4
1269,2028-06-23,D00,type1,4
1269,2028-06-23,D00,type2,8
1269,2028-06-23,D00,type3,0
1270,2028-06-24,D00,type0,2
1270,2028-06-24,D00,type1,3
1270,2028-06-24,D00,type2,5
1270,2028-06-24,D00,type3,0
1271,2028-06-25,D00,type0,1
1271,2028-06-25,D00,type1,7
1271,2028-06-25,D00,type2,8
1271,2028-06-25,D00,type3,2
1272,2028-06-26,D00,type0,3
1272,2028-06-26,D00,type1,1
1272,2028-06-26,D00,type2,8
1272,2028-06-26,D00,type3,0
1273,2028-06-27,D00,type0,4
1273,2028-06-27,D00,type1,4
1273,2028-06-27,D00,type2,7
1273,2028-06-27,D00,type3,1
1274,2028-06-28,D00,type0,1
1274,2028-06-28,D00,type1,3
1274,2028-06-28,D00,type2,4
1274,2028-06-28,D00,type3,0
1275,2028-06-29,D00,type0,2
1275,2028-06-29,D00,type1,2
1275,2028-06-29,D00,type2,8
1275,2028-06-29,D00,type3,2
1276,2028-06-30,D00,type0,2
1276,2028-06-30,D00,type1,3
1276,2028-06-30,D00,type2,7
1276,2028-06-30,D00,type3,1
1277,2028-07-01,D00,type0,1
1277,2028-07-01,D00,type1,2
1277,2028-07-01,D00,type2,5
1277,2028-07-01,D00,type3,0
1278,2028-07-02,D00,type0,1
1278,2028-07-02,D00,type1,1
1278,2028-07-02,D00,type2,2
1278,2028-07-02,D00,type3,0
1279,2028-07-03,D00,type0,0
1279,2028-07-03,D00,type1,5
1279,2028-07-03,D00,type2,8
1279,2028-07-03,D00,type3,2
1280,2028-07-04,D00,type0,0
1280,2028-07-04,D00,type1,6
1280,2028-07-04,D00,type2,5
1280,2028-07-04,D00,type3,1
1281,2028-07-05,D00,type0,3
1281,2028-07-05,D00,type1,3
1281,2028-07-05,D00,type2,9
1281,2028-07-05,D00,type3,4
1282,2028-07-06,D00,type0,2
1282,2028-07-06,D00,type1,2
1282,2028-07-06,D00,type2,7
1282,2028-07-06,D00,type3,2
1283,2028-07-07,D00,type0,1
1283,2028-07-07,D00,type1,5
1283,2028-07-07,D00,type2,8
1283,2028-07-07,D00,type3,1
1284,2028-07-08,D00,type0,0
1284,2028-07-08,D00,type1,2
1284,2028-07-08,D00,type2,8
1284,2028-07-08,D00,type3,3
1285,2028-07-09,D00,type0,1
1285,2028-07-09,D00,type1,3
1285,2028-07-09,D00,type2,6
1285,2028-07-09,D00,type3,2
1286,2028-07-10,D00,type0,0
1286,2028-07-10,D00,type1,1
1286,2028-07-10,D00,type2,7
1286,2028-07-10,D00,type3,1
1287,2028-07-11,D00,type0,1
1287,2028-07-11,D00,type1,1
1287,2028-07-11,D00,type2,5
1287,2028-07-11,D00,type3,2
1288,2028-07-12,D00,type0,2
1288,2028-07-12,D00,type1,2
1288,2028-07-12,D00,type2,7
1288,2028-07-12,D00,type3,0
1289,2028-07-13,D00,type0,1
1289,2028-07-13,D00,type1,2
1289,2028-07-13,D00,type2,14
1289,2028-07-13,D00,type3,3
1290,2028-07-14,D00,type0,0
1290,2028-07-14,D00,type1,4
1290,2028-07-14,D00,type2,7
1290,2028-07-14,D00,type3,2
1291,2028-07-15,D00,type0,0
1291,2028-07-15,D00,type1,1
1291,2028-07-15,D00,type2,6
1291,2028-07-15,D00,type3,1
1292,2028-07-16,D00,type0,0
1292,2028-07-16,D00,type1,5
1292,2028-07-16,D00,type2,9
1292,2028-07-16,D00,type3,0
1293,2028-07-17,D00,type0,1
1293,2028-07-17,D00,type1,6
1293,2028-07-17,D00,type2,7
1293,2028-07-17,D00,type3,1
1294,2028-07-18,D00,type0,2
1294,2028-07-18,D00,type1,3
1294,2028-07-18,D00,type2,6
1294,2028-07-18,D00,type3,2
1295,2028-07-19,D00,type0,0
1295,2028-07-19,D00,type1,2
1295,2028-07-19,D00,type2,11
1295,2028-07-19,D00,type3,0
1296,2028-07-20,D00,type0,1
1296,2028-07-20,D00,type1,5
1296,2028-07-20,D00,type2,8
1296,2028-07-20,D00,type3,1
1297,2028-07-21,D00,type0,1
1297,2028-07-21,D00,type1,4
1297,2028-07-21,D00,type2,5
1297,2028-07-21,D00,type3,0
1298,2028-07-22,D00,type0,1
1298,2028-07-22,D00,type1,3
1298,2028-07-22,D00,type2,10
1298,2028-07-22,D00,type3,1
1299,2028-07-23,D00,type0,0
1299,2028-07-23,D00,type1,7
1299,2028-07-23,D00,type2,12
1299,2028-07-23,D00,type3,1
1300,2028-07-24,D00,type0,0
1300,2028-07-24,D00,type1,3
1300,2028-07-24,D00,type2,14
1300,2028-07-24,D00,type3,3
1301,2028-07-25,D00,type0,2
1301,2028-07-25,D00,type1,3
1301,2028-07-25,D00,type2,10
1301,2028-07-25,D00,type3,1
1302,2028-07-26,D00,type0,1
1302,2028-07-26,D00,type1,3
1302,2028-07-26,D00,type2,10
1302,2028-07-26,D00,type3,1
1303,2028-07-27,D00,type0,2
1303,2028-07-27,D00,type1,2
1303,2028-07-27,D00,type2,5
1303,2028-07-27,D00,type3,1
1304,2028-07-28,D00,type0,0
1304,2028-07-28,D00,type1,3
1304,2028-07-28,D00,type2,5
1304,2028-07-28,D00,type3,0
1305,2028-07-29,D00,type0,3
1305,2028-07-29,D00,type1,2
1305,2028-07-29,D00,type2,12
1305,2028-07-29,D00,type3,0
1306,2028-07-30,D00,type0,0
1306,2028-07-30,D00,type1,4
1306,2028-07-30,D00,type2,11
1306,2028-07-30,D00,type3,0
1307,2028-07-31,D00,type0,0
1307,2028-07-31,D00,type1,5
1307,2028-07-31,D00,type2,10
1307,2028-07-31,D00,type3,1
1308,2028-08-01,D00,type0,1
1308,2028-08-01,D00,type1,1
1308,2028-08-01,D00,type2,6
1308,2028-08-01,D00,type3,1
1309,2028-08-02,D00,type0,2
1309,2028-08-02,D00,type1,3
1309,2028-08-02,D00,type2,11
1309,2028-08-02,D00,type3,2
1310,2028-08-03,D00,type0,3
1310,2028-08-03,D00,type1,4
1310,2028-08-03,D00,type2,7
1310,2028-08-03,D00,type3,0
1311,2028-08-04,D00,type0,3
1311,2028-08-04,D00,type1,2
1311,2028-08-04,D00,type2,11
1311,2028-08-04,D00,type3,1
1312,2028-08-05,D00,type0,2
1312,2028-08-05,D00,type1,2
1312,2028-08-05,D00,type2,8
1312,2028-08-05,D00,type3,2
1313,2028-08-06,D00,type0,3
1313,2028-08-06,D00,type1,2
1313,2028-08-06,D00,type2,8
1313,2028-08-06,D00,type3,2
1314,2028-08-07,D00,type0,1
1314,2028-08-07,D00,type1,3
1314,2028-08-07,D00,type2,8
1314,2028-08-07,D00,type3,2
1315,2028-08-08,D00,type0,1
1315,2028-08-08,D00,type1,2
1315,2028-08-08,D00,type2,10
1315,2028-08-08,D00,type3,0
1316,2028-08-09,D00,type0,1
1316,2028-08-09,D00,type1,2
1316,2028-08-09,D00,type2,7
1316,2028-08-09,D00,type3,1
1317,2028-08-10,D00,type0,1
1317,2028-08-10,D00,type1,1
1317,2028-08-10,D00,type2,9
1317,2028-08-10,D00,type3,3
1318,2028-08-11,D00,type0,1
1318,2028-08-11,D00,type1,3
1318,2028-08-11,D00,type2,11
1318,2028-08-11,D00,type3,4
1319,2028-08-12,D00,type0,1
1319,2028-08-12,D00,type1,0
1319,2028-08-12,D00,type2,8
1319,2028-08-12,D00,type3,2
1320,2028-08-13,D00,type0,1
1320,2028-08-13,D00,type1,7
1320,2028-08-13,D00,type2,10
1320,2028-08-13,D00,type3,2
1321,2028-08-14,D00,type0,0
1321,2028-08-14,D00,type1,1
1321,2028-08-14,D00,type2,8
1321,2028-08-14,D00,type3,0
1322,2028-08-15,D00,type0,1
1322,2028-08-15,D00,type1,3
1322,2028-08-15,D00,type2,6
1322,2028-08-15,D00,type3,0
1323,2028-08-16,D00,type0,1
1323,2028-08-16,D00,type1,3
1323,2028-08-16,D00,type2,5
1323,2028-08-16,D00,type3,0
1324,2028-08-17,D00,type0,3
1324,2028-08-17,D00,type1,4
1324,2028-08-17,D00,type2,8
1324,2028-08-17,D00,type3,1
1325,2028-08-18,D00,type0,3
1325,2028-08-18,D00,type1,3
1325,2028-08-18,D00,type2,11
1325,2028-08-18,D00,type3,1
1326,2028-08-19,D00,type0,1
1326,2028-08-19,D00,type1,0
1326,2028-08-19,D00,type2,10
1326,2028-08-19,D00,type3,1
1327,2028-08-20,D00,type0,1
1327,2028-08-20,D00,type1,0
1327,2028-08-20,D00,type2,10
1327,2028-08-20,D00,type3,2
1328,2028-08-21,D00,type0,2
1328,2028-08-21,D00,type1,6
1328,2028-08-21,D00,type2,7
1328,2028-08-21,D00,type3,1
1329,2028-08-22,D00,type0,2
1329,2028-08-22,D00,type1,2
1329,2028-08-22,D00,type2,6
1329,2028-08-22,D00,type3,1
1330,2028-08-23,D00,type0,0
1330,2028-08-23,D00,type1,1
1330,2028-08-23,D00,type2,5
1330,2028-08-23,D00,type3,0
1331,2028-08-24,D00,type0,0
1331,2028-08-24,D00,type1,0
1331,2028-08-24,D00,type2,10
1331,2028-08-24,D00,type3,0
1332,2028-08-25,D00,type0,2
1332,2028-08-25,D00,type1,1
1332,2028-08-25,D00,type2,8
1332,2028-08-25,D00,type3,0
1333,2028-08-26,D00,type0,1
1333,2028-08-26,D00,type1,1
1333,2028-08-26,D00,type2,7
1333,2028-08-26,D00,type3,1
1334,2028-08-27,D00,type0,1
1334,2028-08-27,D00,type1,0
1334,2028-08-27,D00,type2,3
1334,2028-08-27,D00,type3,1
1335,2028-08-28,D00,type0,0
1335,2028-08-28,D00,type1,5
1335,2028-08-28,D00,type2,4
1335,2028-08-28,D00,type3,0
1336,2028-08-29,D00,type0,2
1336,2028-08-29,D00,type1,1
1336,2028-08-29,D00,type2,4
1336,2028-08-29,D00,type3,0
1337,2028-08-30,D00,type0,0
1337,2028-08-30,D00,type1,3
1337,2028-08-30,D00,type2,10
1337,2028-08-30,D00,type3,1
1338,2028-08-31,D00,type0,1
1338,2028-08-31,D00,type1,3
1338,2028-08-31,D00,type2,9
1338,2028-08-31,D00,type3,0
1339,2028-09-01,D00,type0,2
1339,2028-09-01,D00,type1,0
1339,2028-09-01,D00,type2,6
1339,2028-09-01,D00,type3,2
1340,2028-09-02,D00,type0,2
1340,2028-09-02,D00,type1,2
1340,2028-09-02,D00,type2,4
1340,2028-09-02,D00,type3,3
1341,2028-09-03,D00,type0,2
1341,2028-09-03,D00,type1,1
1341,2028-09-03,D00,type2,2
1341,2028-09-03,D00,type3,0
1342,2028-09-04,D00,type0,0
1342,2028-09-04,D00,type1,0
1342,2028-09-04,D00,type2,7
1342,2028-09-04,D00,type3,1
1343,2028-09-05,D00,type0,2
1343,2028-09-05,D00,type1,2
1343,2028-09-05,D00,type2,8
1343,2028-09-05,D00,type3,1
1344,2028-09-06,D00,type0,0
1344,2028-09-06,D00,type1,0
1344,2028-09-06,D00,type2,4
1344,2028-09-06,D00,type3,2
1345,2028-09-07,D00,type0,3
1345,2028-09-07,D00,type1,0
1345,2028-09-07,D00,type2,4
1345,2028-09-07,D00,type3,0
1346,2028-09-08,D00,type0,0
1346,2028-09-08,D00,type1,2
1346,2028-09-08,D00,type2,3
1346,2028-09-08,D00,type3,0
1347,2028-09-09,D00,type0,1
1347,2028-09-09,D00,type1,2
1347,2028-09-09,D00,type2,6
1347,2028-09-09,D00,type3,1
1348,2028-09-10,D00,type0,0
1348,2028-09-10,D00,type1,1
1348,2028-09-10,D00,type2,2
1348,2028-09-10,D00,type3,0
1349,2028-09-11,D00,type0,0
1349,2028-09-11,D00,type1,1
1349,2028-09-11,D00,type2,7
1349,2028-09-11,D00,type3,3
1350,2028-09-12,D00,type0,3
1350,2028-09-12,D00,type1,1
1350,2028-09-12,D00,type2,4
1350,2028-09-12,D00,type3,4
1351,2028-09-13,D00,type0,1
1351,2028-09-13,D00,type1,4
1351,2028-09-13,D00,type2,3
1351,2028-09-13,D00,type3,1
1352,2028-09-14,D00,type0,1
1352,2028-09-14,D00,type1,2
1352,2028-09-14,D00,type2,4
1352,2028-09-14,D00,type3,0
1353,2028-09-15,D00,type0,0
1353,2028-09-15,D00,type1,1
1353,2028-09-15,D00,type2,5
1353,2028-09-15,D00,type3,0
1354,2028-09-16,D00,type0,3
1354,2028-09-16,D00,type1,1
1354,2028-09-16,D00,type2,4
1354,2028-09-16,D00,type3,2
1355,2028-09-17,D00,type0,2
1355,2028-09-17,D00,type1,2
1355,2028-09-17,D00,type2,5
1355,2028-09-17,D00,type3,1
1356,2028-09-18,D00,type0,1
1356,2028-09-18,D00,type1,2
1356,2028-09-18,D00,type2,3
1356,2028-09-18,D00,type3,1
1357,2028-09-19,D00,type0,1
1357,2028-09-19,D00,type1,1
1357,2028-09-19,D00,type2,3
1357,2028-09-19,D00,type3,0
1358,2028-09-20,D00,type0,0
1358,2028-09-20,D00,type1,0
1358,2028-09-20,D00,type2,9
1358,2028-09-20,D00,type3,1
1359,2028-09-21,D00,type0,0
1359,2028-09-21,D00,type1,0
1359,2028-09-21,D00,type2,2
1359,2028-09-21,D00,type3,1
1360,2028-09-22,D00,type0,1
1360,2028-09-22,D00,type1,1
1360,2028-09-22,D00,type2,7
1360,2028-09-22,D00,type3,0
1361,2028-09-23,D00,type0,2
1361,2028-09-23,D00,type1,2
1361,2028-09-23,D00,type2,3
1361,2028-09-23,D00,type3,0
1362,2028-09-24,D00,type0,0
1362,2028-09-24,D00,type1,2
1362,2028-09-24,D00,type2,5
1362,2028-09-24,D00,type3,3
1363,2028-09-25,D00,type0,1
1363,2028-09-25,D00,type1,0
1363,2028-09-25,D00,type2,3
1363,2028-09-25,D00,type3,3
1364,2028-09-26,D00,type0,2
1364,2028-09-26,D00,type1,0
1364,2028-09-26,D00,type2,2
1364,2028-09-26,D00,type3,1
1365,2028-09-27,D00,type0,2
1365,2028-09-27,D00,type1,2
1365,2028-09-27,D00,type2,4
1365,2028-09-27,D00,type3,0
1366,2028-09-28,D00,type0,1
1366,2028-09-28,D00,type1,0
1366,2028-09-28,D00,type2,5
1366,2028-09-28,D00,type3,0
1367,2028-09-29,D00,type0,0
1367,2028-09-29,D00,type1,2
1367,2028-09-29,D00,type2,6
1367,2028-09-29,D00,type3,0
1368,2028-09-30,D00,type0,0
1368,2028-09-30,D00,type1,0
1368,2028-09-30,D00,type2,1
1368,2028-09-30,D00,type3,1
1369,2028-10-01,D00,type0,2
1369,2028-10-01,D00,type1,3
1369,2028-10-01,D00,type2,5
1369,2028-10-01,D00,type3,2
1370,2028-10-02,D00,type0,0
1370,2028-10-02,D00,type1,1
1370,2028-10-02,D00,type2,4
1370,2028-10-02,D00,type3,1
1371,2028-10-03,D00,type0,1
1371,2028-10-03,D00,type1,2
1371,2028-10-03,D00,type2,1
1371,2028-10-03,D00,type3,1
1372,2028-10-04,D00,type0,0
1372,2028-10-04,D00,type1,1
1372,2028-10-04,D00,type2,6
1372,2028-10-04,D00,type3,0
1373,2028-10-05,D00,type0,3
1373,2028-10-05,D00,type1,2
1373,2028-10-05,D00,type2,3
1373,2028-10-05,D00,type3,0
1374,2028-10-06,D00,type0,1
1374,2028-10-06,D00,type1,2
1374,2028-10-06,D00,type2,6
1374,2028-10-06,D00,type3,1
1375,2028-10-07,D00,type0,0
